id,exp_comment,emotion_raw,emotion
5614,"Good that records are traced and attention is being paid to this. Also, it makes us constantly aware about the varieties of trend shift happening. Good news",3,hopeful
5623,it can be helpfull to see news like this,3,hopeful
5627,NOTHING,99,NA
5631,It’s a bit too much,2,anxious
5636,No comments,99,NA
5637,"I am uncertain of what the future will hold especially in terms of what I would be financially concerned about, but worrying alone won't help, instead making awareness and putting forth ideas to change in whatever way possible is better. We need to get people talking to others that do not agree with them, that's how we come to a middle ground.",3,hopeful
5647,?,99,NA
5654,Interesting,5,calm
5655,The uk is finished,1,angry
5656,"Still doesn't help struggling families. The fundamental problem is that prices are still rising. Fine at this rate, but ideally they need to be lowered to a point where people can AFFORD the increase. The price here is already high it's still increasing.",2,anxious
5673,i dont have an instagram account so cannot comment,99,NA
5679,great news,4,happy
5700,I don't know,99,NA
5726,What are the government doing about it,2,anxious
5739,I'm worried about all of our generations future.,2,anxious
5743,not sure,2,anxious
5748,"i swear to god if this is true, HELL YEAH LOWER THOSE EGG PRICES AND I DONT WANNA BUY A WHOLE OVERPRICED BAG OF CRISPS THATS NOT EVEN HALF FULL... THEY CONTAIN 5 CRISPS PER BAG.. WHAT?! uh that got carried away",1,angry
5752,"Despite the hardships we face, our generation has got a chance if people give us the opportunities. I truly believe we have a future here in the UK if this trend continues",3,hopeful
5753,"this is bad, very baddd",1,angry
5754,Look like there are so many things the government have to do!,2,anxious
5761,Hope the situation improves as it is not great at the moment,3,hopeful
5763,I don't know,99,NA
5784,I hope it improves,3,hopeful
5792,Good,4,happy
5814,"Good, more affordable",4,happy
5828,I wouldn’t,99,NA
5841,Accurate,5,calm
5842,I don't know,99,NA
5843,The cost of living is growing,2,anxious
5845,This is crazy,1,angry
5848,This is not true unemployment is higher than it’s ever been majority of young people struggle to afford a house unless they have good family financial support,1,angry
5849,Neutral,5,calm
5857,Finally some good news,4,happy
5859,the young people may be feeling hopeful but that doesn't change the fact I can't afford to eat,2,anxious
5863,there’s no point anymore. Young people have no hope of ever owning their own home and will probably never retire.,2,anxious
5871,Nothing,99,NA
5910,Yaaa that’s bad,1,angry
5931,Is there a site where I can see the source or the numerical data?,5,calm
5937,Labours fault,1,angry
5957,Making the right innovation and investment will bring to the development of young people,3,hopeful
5971,Informative,5,calm
5987,None,99,NA
5995,I agree but I think we should focus on the fact that this issue isn’t sorted now just because of that positive statistic.,2,anxious
6005,No,99,NA
6007,Why are things getting this bad,2,anxious
6032,its still an absolute fortune for you g people to live properly,1,angry
6047,I wouldn't hold my breath,2,anxious
6062,true,99,NA
6066,We need to stop cost of living crisis,1,angry
6080,Insane,1,angry
6089,Nooo whyyy,2,anxious
6101,I hope that things are getting better,3,hopeful
6102,I have no opinion,99,NA
6140,I wouldn't have anything to say.,99,NA
6151,That’s sad,99,NA
6159,We are worried everyone should act against these,2,anxious
6160,All pray to god to help us in any challenges,3,hopeful
6194,Utter woke nonsense,1,angry
6199,i hope everything gets better,3,hopeful
6222,Itd a good idea to keep track of things like this,5,calm
6229,This is what we talk about everyday something should be done ASAP,2,anxious
6236,Where did they get that data from??,2,anxious
6339,why  is this happening should it stop or not?,2,anxious
6346,Shocking,1,angry
6392,this is so sad and terrifying,2,anxious
6439,"I agree with you, prices should go down.",3,hopeful
6441,Your ruining my future,1,angry
6446,We need to be optimistic about the future whilst also facing the situation of the current climate!!,3,hopeful
6470,good to keep the piblic updated about changes lile these,5,calm
6473,Omg,2,anxious
6478,"Things are bad, but we can fix it, right?",2,anxious
6479,Idk,99,NA
6534,Whoopie doo,99,NA
6540,It's worth reading,5,calm
6546,I wouldn’t comment,99,NA
6551,Its very informative.,5,calm
6554,they really haven’t addressed this cost of living problem. i struggle to get by each month,2,anxious
6560,Augh man inflation is so bad we can't afford the things we want,1,angry
6567,Interesting,5,calm
6568,"They are lying to U, just words for satisfaction",1,angry
6570,Inflation will go back up soon dont worry we wont afford anything,2,anxious
6574,Clear view,5,calm
6577,Completey agree,5,calm
6578,I’m hopeful that I can make a living in the future.,3,hopeful
6580,Nice post,4,happy
6581,What is next for us all,2,anxious
6582,Very useful,4,happy
6585,How did the rise happen,2,anxious
6588,It’s a worest thing I’ve seen,1,angry
6592,And you see why things need to be done,3,hopeful
6599,"I’m hopeful for mine and my partner’s future, and that one day we might be able to get a house together!",3,hopeful
6607,Cost of living been going on too long time to change it,1,angry
6608,I wouldnt comment,99,NA
6615,It is useful to see facts like these as the media normally avoid these,5,calm
6619,how are you feeling now and you have to be a little more happy birthday with us and the rest,99,NA
6620,"Yet student loans are not even enough to afford a place to live, it’s not going to get better if no one tries to fix it!",1,angry
6621,na,99,NA
6622,It’s very good as it gives people home. Hopefully it comes down a bit more,3,hopeful
6627,This counrty and government is failing. Britain is no longer British,1,angry
6630,I wouldn't leave a comment as i hardly understand,99,NA
6632,Nothing,99,NA
6633,Wow!,4,happy
6634,No,99,NA
6638,Things are starting to become concerning for future generations.,2,anxious
6641,Seem infringe,99,NA
6642,Nothing,99,NA
6643,I wouldn't,99,NA
6645,It’s bullshit. Inflation hasn’t come down it’s just increasing slower,1,angry
6648,Things will get better but the government need to do something for the young people,3,hopeful
6649,Inflation is ruining our lives. some of us don't eat for days because of the prices of one sandwich it's crazy and it needs to change. by the time it's 2030 the price for milk is gonna be like 6 pound,1,angry
6650,"Realy glad to see an improvement in the inflation rates withing the UK. Hopefully, as someone who has lived in the UK for more than 10 years would really wish for these inflation rates to decrease for a better future for the youth.",3,hopeful
6651,"That's so true, we need to cut down prices ASAP",2,anxious
6653,would love more reports like this!,4,happy
6655,‘Chat we’re cooked’,2,anxious
6660,I would explain what is going to happen in the future,5,calm
6661,i wouldn’t comment,99,NA
6662,I would not get involved,99,NA
6667,Maybe I can finally afford bread every few months .?,3,hopeful
6671,Oh no,2,anxious
6672,That’s a lie,1,angry
6674,Inflation coming down doesn’t mean that prices will drop! This government needs a stronger bolder mission otherwise reform will get in and makes things so much worse…,2,anxious
6676,This is very scary !!,2,anxious
6682,That the uk has to change because the poor young people are now terrified for their future as the cost of living is getting ridiculous,2,anxious
6683,Country is gone,1,angry
6684,The cost of living is really bad for students I hope they can find something to do about it,3,hopeful
6686,Shocking,1,angry
6687,Bad bad bad,1,angry
6698,Interesting,5,calm
6711,20%?? what has this place come to?,1,angry
6715,Lets go,4,happy
6756,"Very positive and unique, I love it",4,happy
6759,Knowing we keep this things in thoughts is impressive for the country future,3,hopeful
6760,I hope things get better soon,3,hopeful
6761,May God help us in this hard times,2,anxious
6762,Things will be better if the government give room for opinions,3,hopeful
6763,"Hard time, but staying hopeful",3,hopeful
6767,"The inflation rate is too high , im certain the government is doing its best to turn things around",3,hopeful
6768,Well done,4,happy
6769,Really awesome,4,happy
6770,It's actually bad that the government can not bring down inflation,1,angry
6776,The cost of inflation is an effect of mas immigration,1,angry
6777,It quite unfortunate that the government cannot reduce inflation,2,anxious
6778,There is need for intervention in the UK economy,2,anxious
6779,Is so uncalled for,1,angry
6781,Not happy,1,angry
6782,It’s hard for less privilege and it’s hard for us student as well,2,anxious
6784,It would be good if inflation came down less cost,3,hopeful
6785,Nothing,99,NA
6789,i see light at the end of the tunnel and i'm sure the government is doing all it can to reduce inflation,3,hopeful
6791,"It's good that inflation is coming down, but it would be better when it is maintain so a proper life can be planned",3,hopeful
6794,This is indeed a welcome development and please show us the visual data statistics of the drop in inflation,3,hopeful
6796,This is horrible,1,angry
6800,Things need to change quickly for the future of our country,2,anxious
6801,people need to realise that your politicians really dont care about you,1,angry
6806,It helps me to understand the situation that it not only affecting me it affecting every individual in this country,5,calm
6810,As far as the government is in working things will one day begin to set in place.,3,hopeful
6811,I feel like I also suspect and am worried that the prices suddenly came because the comeback will be high,2,anxious
6813,I am concerned about the future generations!,2,anxious
6816,I also believe with time things will get better but for now we have to keep moving forward to make our country's future a better place for our children,3,hopeful
6817,Cost of living is too high,1,angry
6818,I trust in God,5,calm
6820,This is a big problem,2,anxious
6821,So sad that things are getting worse daily,2,anxious
6824,Governments should help people,3,hopeful
6825,It’s good to know that there is something positive happening,3,hopeful
6828,"Even though things are rough right now, young people are staying hopeful and pushing for change – we’ve got the energy to make the future brighter ?.”",3,hopeful
6829,Hopefully it gets better in the further,3,hopeful
6830,Undeniably could decrease over the coming years,2,anxious
6832,"I see the systemic ""opportunity lag"" behind these prices: while inflation is stabilizing, we must urgently bridge the 16.0% youth unemployment gap by investing in apprenticeships and digital skills to ensure tech drives a productive recovery for the next generation",3,hopeful
6834,It very ture,99,NA
6836,I don’t know how we got here but I believe we will pass this phase too,3,hopeful
6837,I probably wouldn't comment,99,NA
6838,"The cost of living is really worrying, especially for young people trying to build a future. Everything feels more expensive while opportunities feel smaller. Hoping for real change soon, not just promises.",2,anxious
6839,So painful that our leaders cannot eliminate inflation,1,angry
6840,It's getting worse and more widespread,2,anxious
6842,Nothing,99,NA
6844,Fingers crossed inflation keeps dropping,3,hopeful
6845,This is useful,5,calm
6848,interesting,5,calm
6852,honestly hope it gets better from here this is concerning,2,anxious
6853,this is horrible because increasing the price of items will be really difficult,2,anxious
6859,"That to combat the cost of living increase, people’s wages should see the same increase in percentage",3,hopeful
6860,That price is shocking,1,angry
6862,"I believe that with time, the inflation will decrease drastically",3,hopeful
6910,I'm certain we can trun things to the better by our tech and innovation,3,hopeful
6912,It's good to see posts like this on my feed because it briefly updates me on my country's economic situation,5,calm
6916,Fuck the uk,1,angry
6917,I’m just going home and I’m not going back in until,2,anxious
6919,Not sure,2,anxious
6920,"This should be the type of study to research on ,not unnecessary things",1,angry
6921,I like this,4,happy
6929,Stop the rising of inflation it’s causing us distributions,1,angry
6930,It's true,99,NA
6936,I wouldn't comment,99,NA
6939,changes,99,NA
6941,Nothing,99,NA
6944,My views,99,NA
6947,none,99,NA
6953,This is very sad I hope we turn it around soon,3,hopeful
6962,joke,99,NA
6971,not sure,2,anxious
